Niche,Macro_Category,Warehouse_Source,Country,Buyer_ID,Buyer_Name,Tender_Count,First_Date,Last_Date,Active_Years,Active_Span_Days
Document digitization / scanning,DATA_ADMIN,Canada federal,Canada,buy_14490f0a586017c31f36,Canadian Radio-Television and Telecommunications Commission (CRTC),3,2025-06-03,2026-01-28,2,239
Translation / localization,LANGUAGE,Belgium,BE,buy_92c5cec7a4a6403ef37e9be3,Société Régionale du Logement de Herstal,3,2025-11-20,2026-01-26,2,67
Brochure / flyer / poster printing,PRINT_BROKERAGE,Ireland,Ireland,buy_5f9a4797bc2a12fd0bb7,The Department of Enterprise Tourism and Employment,3,2023-11-23,2026-01-26,3,795
AI chatbot / assistant,AUTOMATION_SOFTWARE,TED,CHE,buy_bacf2bcb45c828276231,Amt für Informatik und Organisation des Kantons Bern,3,2024-04-28,2026-01-24,3,636
Brochure / flyer / poster printing,PRINT_BROKERAGE,Belgium,BE,buy_77539446824587d79c4b7904,Gemeente Puurs-Sint-Amands,3,2024-02-08,2026-01-23,3,715
Brochure / flyer / poster printing,PRINT_BROKERAGE,United Kingdom,United Kingdom,buy_dccf1961f194649b717d,North Northamptonshire Council,3,2025-08-04,2026-01-21,2,170
Small IT equipment supply,PROCUREMENT_BROKERAGE,Ireland,Ireland,buy_a0a9bfef945ff952aa36,Technological University of the Shannon: Midlands Midwest (TUSMM),3,2025-05-02,2026-01-21,2,264
Signage / wayfinding / vinyl,PRINT_BROKERAGE,Belgium,BE,buy_e466b7da7e97e5b1351164d2,Le Home Ougréen SCRL,3,2025-04-07,2026-01-21,2,289
Brochure / flyer / poster printing,PRINT_BROKERAGE,France,France,buy_f94991b2b406698f2a45,Commune d'Hyères,3,2024-05-09,2026-01-17,3,618
Brochure / flyer / poster printing,PRINT_BROKERAGE,France,France,buy_e314f1b1c7c668a631e8,Ville de LAVAL,3,2023-10-21,2026-01-16,3,818
Brochure / flyer / poster printing,PRINT_BROKERAGE,France,France,buy_62fc9d2311ac1b5c0bb0,Mairie d'Herbignac,3,2024-01-17,2026-01-16,2,730
Digital marketing / SEO / campaigns,CONTENT_DESIGN,France,France,buy_cbf9e51f2cc6b17bd889,SEO - CSTA,3,2024-04-07,2026-01-16,3,649
Brochure / flyer / poster printing,PRINT_BROKERAGE,France,France,buy_c416dd62c9b65ba633bd,Commune de Noisy-le-Grand,3,2024-04-20,2026-01-15,2,635
Website design / redesign,WEB_DIGITAL,United Kingdom,United Kingdom,buy_105174066b7f07a62846,VisitBritain/VisitEngland,3,2023-09-07,2026-01-15,3,861
Brand identity / visual identity,CONTENT_DESIGN,Belgium,BE,buy_9cfe13803896ffd6114b6782,de branding waak vzw,3,2025-01-23,2026-01-14,2,356
Brochure / flyer / poster printing,PRINT_BROKERAGE,France,France,buy_4ca5101d968359a6d3e1,EPCC CITIA,3,2025-10-12,2026-01-14,2,94
Website design / redesign,WEB_DIGITAL,United Kingdom,United Kingdom,buy_c135e3d57e49e9b4cee8,Weston-super-Mare Town Council,3,2025-09-30,2026-01-09,2,101
Online forms / lightweight portals,WEB_DIGITAL,TED,GRC,buy_4a146729c87a7e501527,Υπουργείο Ψηφιακής Διακυβέρνησης /Ειδική Υπηρεσία Διαχείρισης Προγράμματος «Ψηφιακός Μετασχηματισμός» (ΕΥΔ Π ΨΗΜΕΤ),3,2024-06-07,2026-01-07,2,579
Signage / wayfinding / vinyl,PRINT_BROKERAGE,France,France,buy_0ebfbfb62a4dc00ffc46,SAINT-LOUIS Agglomération,3,2023-10-08,2026-01-07,3,822
Web hosting / domain / SSL,WEB_DIGITAL,TED,MLT,buy_49603fbd0efcf57ee39e,Ministry for the Agriculture Fisheries Food and Animal Rights,3,2024-04-05,2026-01-06,2,641
Document digitization / scanning,DATA_ADMIN,Germany,Germany,buy_d5829bf76aa3da08c23c,Universitätsklinikum Schleswig-Holstein AöR,3,2025-04-22,2026-01-05,2,258
Signage / wayfinding / vinyl,PRINT_BROKERAGE,United Kingdom,United Kingdom,buy_bafae7693d1c9087df4b,London Borough of Enfield,3,2025-10-24,2026-01-05,2,73
Graphic design / layout,CONTENT_DESIGN,Belgium,BE,buy_c98147cdc50e685700ae9837,Fleurus,3,2024-01-18,2025-12-30,2,712
Copywriting / editorial content,CONTENT_DESIGN,Belgium,BE,buy_1ceb4e24a83ce9e0df27c46e,Profondeville,3,2025-08-08,2025-12-30,1,144
Graphic design / layout,CONTENT_DESIGN,France,France,buy_97eadb1634db6ab94c90,Ville de Lyon,3,2023-12-21,2025-12-29,3,739
Website design / redesign,WEB_DIGITAL,TenderNed,Netherlands,buy_82e4028ec922d4c38c0e,Hogeschool Leiden,3,2023-09-07,2025-12-24,2,839
Brochure / flyer / poster printing,PRINT_BROKERAGE,Ireland,Ireland,buy_806e986549727dff1c7e,Institute of Public Administration,3,2024-07-26,2025-12-24,2,516
Website design / redesign,WEB_DIGITAL,Belgium,BE,buy_b56103a2373085c9514924f3,Maasmechelen,3,2024-10-07,2025-12-23,2,442
Signage / wayfinding / vinyl,PRINT_BROKERAGE,Belgium,BE,buy_0e52f3bdf7bd201e62cbc75d,Commune de Sprimont,3,2023-11-14,2025-12-22,2,769
Brochure / flyer / poster printing,PRINT_BROKERAGE,France,France,buy_6dc2fb13d841b562bc9c,UNIVERSITE BORDEAUX MONTAIGNE,3,2023-09-29,2025-12-20,2,813
Transcription / minutes,VIDEO_AUDIO,United Kingdom,United Kingdom,buy_928711fce6b81ac1ccfe,MEDICINES DISCOVERY CATAPULT LIMITED,3,2025-11-28,2025-12-19,1,21
Website design / redesign,WEB_DIGITAL,TED,TUR,buy_53002d927124a67f2ba9,Republic of Türkiye Istanbul Governorship İstanbul Project Coordination Unit,3,2024-07-17,2025-12-19,2,520
Small IT equipment supply,PROCUREMENT_BROKERAGE,Ireland,Ireland,buy_e039f5e765373cda4a95,Fáilte Ireland-National Tourism Development Authority,3,2024-04-16,2025-12-18,2,611
Translation / localization,LANGUAGE,TED,DNK,buy_ccb634a88b3b7aa188bd,Danmarks Tekniske Universitet - DTU,3,2025-04-16,2025-12-18,1,246
Brand identity / visual identity,CONTENT_DESIGN,Belgium,BE,buy_54dd4404e437ce302c0fad11,Loterie Nationale,3,2023-12-20,2025-12-18,2,729
Document digitization / scanning,DATA_ADMIN,TED,GRC,buy_4a146729c87a7e501527,"ΙΝΣΤΙΤΟΥΤΟ ΤΕΧΝΟΛΟΓΙΑΣ ΥΠΟΛΟΓΙΣΤΩΝ ΚΑΙ ΕΚΔΟΣΕΩΝ (ΙΤΥΕ) ""ΔΙΟΦΑΝΤΟΣ",3,2024-03-28,2025-12-18,2,630
Website design / redesign,WEB_DIGITAL,United Kingdom,United Kingdom,buy_9ffc45a73f9ede19ff3e,The Common Services Agency (more commonly known as NHS National Services Scotland) (NSS),3,2024-01-10,2025-12-18,2,708
Website maintenance / content updates,WEB_DIGITAL,Belgium,BE,buy_2a40620026a67dc99293f0da,BUREAU ECONOMIQUE DE LA PROVINCE DE NAMUR,3,2024-07-05,2025-12-17,2,530
Brochure / flyer / poster printing,PRINT_BROKERAGE,France,France,buy_1bdb3223afe15da3db5f,INST NAL RECHERCHES ARCHEOLOGIQUES PRE,3,2023-08-09,2025-12-17,2,861
Brochure / flyer / poster printing,PRINT_BROKERAGE,France,France,buy_3ff101ae41266fb6419c,CY CERGY PARIS UNIVERSITE,3,2025-06-12,2025-12-16,1,187
Website design / redesign,WEB_DIGITAL,Belgium,BE,buy_f6b600fccc8e050e35365012,Universiteit Hasselt,3,2024-04-11,2025-12-16,2,614
Website design / redesign,WEB_DIGITAL,United Kingdom,United Kingdom,buy_57897d52296f35314ac6,City of Bradford Metropolitan District Council,3,2023-08-24,2025-12-12,2,841
Document digitization / scanning,DATA_ADMIN,Germany,Germany,buy_3ef425cb27c9d7dc91e4,Landeshauptstadt Hannover - Fachbereich Personal und Organisation,3,2024-03-11,2025-12-12,2,641
Website maintenance / content updates,WEB_DIGITAL,TED,ESP,buy_262acb26bfbdf5a4121e,European Joint Undertaking for ITER and the Development of Fusion Energy (F4E),3,2023-12-18,2025-12-12,2,725
E-learning / training content,TRAINING,Belgium,BE,buy_6bcd7301e9a39a3117e59c59,Ecole d'administration publique,3,2024-02-01,2025-12-11,2,679
Brochure / flyer / poster printing,PRINT_BROKERAGE,France,France,buy_d43f790b447be4c34b7e,Département de l'Eure,3,2024-07-02,2025-12-10,2,526
Signage / wayfinding / vinyl,PRINT_BROKERAGE,France,France,buy_8e7cbc1eefcbf8fc48df,Ville d'Annecy,3,2025-11-06,2025-12-10,1,34
Document digitization / scanning,DATA_ADMIN,Quebec,Canada - Quebec,buy_c6c4f8fd98cdffdd3a77,Ministère de la Justice,3,2023-09-14,2025-12-10,3,818
Brochure / flyer / poster printing,PRINT_BROKERAGE,France,France,buy_1bd1ed27c00afb089b3a,NANTES UNIVERSITE,3,2025-01-22,2025-12-07,1,319
Signage / wayfinding / vinyl,PRINT_BROKERAGE,France,France,buy_74adfa23ddc62af30288,Mairie de Porto Vecchio,3,2025-02-13,2025-12-07,1,297
Website design / redesign,WEB_DIGITAL,United Kingdom,United Kingdom,buy_e03c9cb78e6740f1ae5e,Environment Agency,3,2025-06-26,2025-12-05,1,162
Signage / wayfinding / vinyl,PRINT_BROKERAGE,France,France,buy_2e2729eaaae996cc6f0f,Mairie de Marignane,3,2025-05-15,2025-12-05,1,204
Signage / wayfinding / vinyl,PRINT_BROKERAGE,Belgium,BE,buy_2fe18a703c282de1ff3410ea,Direction du Développement Stratégique,3,2023-12-04,2025-12-04,2,731
Document digitization / scanning,DATA_ADMIN,Germany,Germany,buy_20ae713aedd6983ff3e0,"AGL - Abwasser, Grün & Lüneburger Service GmbH",3,2024-12-14,2025-12-04,2,355
Document digitization / scanning,DATA_ADMIN,Germany,Germany,buy_8bb39287b6327ff12e6c,Staatl. Bauamt München 1,3,2024-01-03,2025-12-03,2,700
Brochure / flyer / poster printing,PRINT_BROKERAGE,Ireland,Ireland,buy_8adb92a904aa90596cb2,Cork City Council,3,2024-06-06,2025-12-02,2,544
Website design / redesign,WEB_DIGITAL,Ireland,Ireland,buy_68c4c3dfb2694c432062,Department of Housing Local Government and Heritage,3,2024-02-14,2025-12-02,2,657
Document digitization / scanning,DATA_ADMIN,Germany,Germany,buy_8873ca6136ac96cc269f,Stuttgarter Straßenbahnen AG,3,2023-12-04,2025-12-01,2,728
Small IT equipment supply,PROCUREMENT_BROKERAGE,France,France,buy_f0dddaf5b28fa8baec6f,Ville de Beaucaire (30),3,2024-12-05,2025-11-30,2,360
Copywriting / editorial content,CONTENT_DESIGN,Belgium,BE,buy_659bdc2101c66f14de3adf13,Genappe,3,2025-04-08,2025-11-28,1,234
Signage / wayfinding / vinyl,PRINT_BROKERAGE,France,France,buy_d2b5cffe73456234adc2,Ville De Montauban,3,2025-02-13,2025-11-27,1,287
Photography,VIDEO_AUDIO,Ireland,Ireland,buy_92363d3d8f2f018d6c52,Office of Public Works (OPW),3,2023-11-10,2025-11-26,3,747
Signage / wayfinding / vinyl,PRINT_BROKERAGE,Belgium,BE,buy_3544c61d37cb3fb836035709,Dinant Godinne St. Elizabeth University Hospital  - UCL - Namen,3,2024-04-23,2025-11-26,2,582
Brochure / flyer / poster printing,PRINT_BROKERAGE,France,France,buy_1822a5b9c6f97d581d4d,Commune de Cenon,3,2024-04-06,2025-11-25,2,598
Website design / redesign,WEB_DIGITAL,TenderNed,Netherlands,buy_728bf8fad3f176d67618,Gemeente Bodegraven - Reeuwijk,3,2025-07-21,2025-11-25,1,127
Brochure / flyer / poster printing,PRINT_BROKERAGE,Quebec,Canada - Quebec,buy_2a5bfbdf7022f571aa98,Société des établissements de plein air du Québec (Sépaq).,3,2023-10-30,2025-11-24,2,756
Signage / wayfinding / vinyl,PRINT_BROKERAGE,Belgium,BE,buy_e2a958212539735e7169569d,RADIO-TELEVISION BELGE DE LA COMMUNAUTE FRANCAISE,3,2023-08-30,2025-11-24,3,817
Brochure / flyer / poster printing,PRINT_BROKERAGE,Belgium,BE,buy_ffd26c4910ae9edd06b9ce12,Zonnebeke,3,2024-03-04,2025-11-21,2,627
Website design / redesign,WEB_DIGITAL,United Kingdom,United Kingdom,buy_6e44c1670fec24fdd829,Carmarthenshire County Council,3,2023-12-22,2025-11-21,3,700
Website design / redesign,WEB_DIGITAL,United Kingdom,United Kingdom,buy_1b28f6f177adf416cc85,Leicester City Council,3,2023-09-08,2025-11-18,2,802
Brochure / flyer / poster printing,PRINT_BROKERAGE,France,France,buy_43330b25ced277a4aca1,Ville de Drancy,3,2023-10-29,2025-11-18,2,751
Brochure / flyer / poster printing,PRINT_BROKERAGE,France,France,buy_51f13d841898d3129f1f,Commune d'Allonnes,3,2024-02-21,2025-11-17,2,635
Brochure / flyer / poster printing,PRINT_BROKERAGE,France,France,buy_334b2564b01d7eec90f8,Conseil départemental de la Haute-Garonne,3,2024-01-02,2025-11-16,2,684
Brochure / flyer / poster printing,PRINT_BROKERAGE,United Kingdom,United Kingdom,buy_613226fb06b5793bdfa6,Ashford Borough Council,3,2024-12-04,2025-11-14,2,345
Signage / wayfinding / vinyl,PRINT_BROKERAGE,France,France,buy_aa5e4e2335079babac08,CCI ROUEN METROPOLE,3,2023-09-20,2025-11-12,2,784
Website design / redesign,WEB_DIGITAL,United Kingdom,United Kingdom,buy_0dd2f267771bd139fd95,Medway Council,3,2023-11-06,2025-11-11,2,736
Signage / wayfinding / vinyl,PRINT_BROKERAGE,France,France,buy_2495f4eb405c4c3a6284,TaM - Transports de l'agglomération de Montpellier,3,2025-03-03,2025-11-09,1,251
Brochure / flyer / poster printing,PRINT_BROKERAGE,France,France,buy_29330d2bbd1b5348902c,Commune de La Crau,3,2023-09-08,2025-11-09,3,793
Website design / redesign,WEB_DIGITAL,France,France,buy_b79b7b37e1272a1345f0,Conseil départemental du Gard,3,2023-09-25,2025-11-08,2,775
Brochure / flyer / poster printing,PRINT_BROKERAGE,France,France,buy_9ae5e0e77492fc5dbb86,Commune d'Alfortville,3,2025-06-07,2025-11-07,1,153
Website design / redesign,WEB_DIGITAL,United Kingdom,United Kingdom,buy_59dd6f57d85c088fecda,THE LEASEHOLD ADVISORY SERVICE,3,2025-04-09,2025-11-07,1,212
Website design / redesign,WEB_DIGITAL,TED,HUN,buy_b01261b2534556cbe22a,Miniszterelnökség,3,2024-01-04,2025-11-06,2,672
Document digitization / scanning,DATA_ADMIN,Germany,Germany,buy_e97f156d840d87656548,Bundesministerium für Gesundheit,3,2025-02-25,2025-11-05,1,253
Data cleaning / deduplication,DATA_ADMIN,TenderNed,Netherlands,buy_e112869d677cade3d75a,TenneT TSO,3,2024-03-01,2025-11-05,2,614
Brochure / flyer / poster printing,PRINT_BROKERAGE,France,France,buy_d96a48f58a3235f0f879,Mairie de Bussy-Saint-Georges,3,2024-07-12,2025-11-04,2,480
Signage / wayfinding / vinyl,PRINT_BROKERAGE,France,France,buy_6542c7918e150b630bc1,Département des Hautes Pyrénées,3,2024-01-02,2025-11-04,2,672
Workflow automation / RPA,AUTOMATION_SOFTWARE,Belgium,BE,buy_2ab851dfc02ff2b75d9f7509,Agentschap voor Innoveren en Ondernemen,3,2024-10-01,2025-11-04,2,399
Promotional merchandise / branded items,PRINT_BROKERAGE,France,France,buy_9375c234261e144c5cae,Centre Hospitalier de Valenciennes,3,2025-06-06,2025-11-03,1,150
Document digitization / scanning,DATA_ADMIN,Germany,Germany,buy_c55006d5b4ef459ec5f9,Universitätsklinikum Mannheim GmbH,3,2024-07-30,2025-11-03,2,461
Brochure / flyer / poster printing,PRINT_BROKERAGE,France,France,buy_e42c12a133f643591207,Aix Marseille Université,3,2025-04-14,2025-11-02,1,202
Website maintenance / content updates,WEB_DIGITAL,France,France,buy_9e1917a0fa8fa59930c3,ETABLISSEMENT FRANCAIS DU SANG,3,2024-06-03,2025-10-31,2,515
Transcription / minutes,VIDEO_AUDIO,Ireland,Ireland,buy_0b65a6b4ce257fcfd126,Raidió Teilifís Éireann ( RTÉ ),3,2024-02-02,2025-10-31,2,637
Website design / redesign,WEB_DIGITAL,TenderNed,Netherlands,buy_46a7b7468c880f50267d,Alliander N.V.,3,2024-09-03,2025-10-30,2,422
Brochure / flyer / poster printing,PRINT_BROKERAGE,France,France,buy_bdec876f32dd405c163c,Caisse Primaire Centrale d'Assurance Maladie des Bouches du Rhône,3,2024-07-28,2025-10-30,2,459
Brochure / flyer / poster printing,PRINT_BROKERAGE,France,France,buy_8294ce6387fbc1c10ea5,Communauté d'agglomération Grand Paris Sud Seine Essonne Sénart,3,2024-06-15,2025-10-30,2,502
Website design / redesign,WEB_DIGITAL,Belgium,BE,buy_0914add12a0bf8ed20aadd7e,"Mobiliteit en Openbare Werken, Agentschap Wegen en Verkeer",3,2024-04-26,2025-10-29,2,551
Online forms / lightweight portals,WEB_DIGITAL,TED,POL,buy_cad8870f15cac7235fe0,2. Regionalna Baza Logistyczna,3,2023-12-28,2025-10-28,3,670
Copywriting / editorial content,CONTENT_DESIGN,Quebec,Canada - Quebec,buy_94bbb2527fc55747223a,Ville de Shawinigan,3,2024-07-03,2025-10-27,2,481
Transcription / minutes,VIDEO_AUDIO,TenderNed,Netherlands,buy_2bfce3b511ad3d2bb2ee,Gemeente Venlo,3,2023-09-07,2025-10-25,3,779
Brochure / flyer / poster printing,PRINT_BROKERAGE,France,France,buy_3a2a42e37f8537fd8af0,Département du Doubs,3,2023-12-13,2025-10-25,3,682
Brochure / flyer / poster printing,PRINT_BROKERAGE,France,France,buy_22cca2303a1363e39f14,Mairie de Thiais,3,2024-03-22,2025-10-23,2,580
Brochure / flyer / poster printing,PRINT_BROKERAGE,France,France,buy_84e85bc04ac4c5ea9dac,Etablissement Public Territorial ? Grand-Orly Seine Bièvre,3,2024-01-03,2025-10-23,2,659
Document digitization / scanning,DATA_ADMIN,Germany,Germany,buy_27bb3bed9364a3dd900f,"Bundesagentur für Arbeit (BA), vertreten durch den Vorstand, hier vertreten durch die Leitung des Geschäftsbereiches Einkauf im BA-Service-Haus",3,2024-02-13,2025-10-23,2,618
Signage / wayfinding / vinyl,PRINT_BROKERAGE,Belgium,BE,buy_e82aba66ca53dcf431619491,CRP Les Marronniers,3,2024-03-06,2025-10-23,2,596
Document digitization / scanning,DATA_ADMIN,Germany,Germany,buy_6b810b6227032bbf2603,Lausitzer und Mitteldeutsche Bergbau-Verwaltungsgesellschaft mbH,3,2024-01-26,2025-10-23,2,636
Brand identity / visual identity,CONTENT_DESIGN,Belgium,BE,buy_81899e3a5589a32b4007c79d,VITO,3,2024-06-03,2025-10-20,2,504
Document digitization / scanning,DATA_ADMIN,Germany,Germany,buy_9b166604a3070f379f0d,Ministerium für Kultur und Wissenschaft des Landes Nordrhein-Westfalen,3,2023-12-04,2025-10-20,3,686
Brochure / flyer / poster printing,PRINT_BROKERAGE,France,France,buy_b8f4c16696c580388e31,École Polytechnique,3,2023-09-28,2025-10-17,2,750
Brochure / flyer / poster printing,PRINT_BROKERAGE,Belgium,BE,buy_1f9a6ec487c2bab1f82cda18,KU Leuven,3,2024-07-23,2025-10-16,2,450
Brochure / flyer / poster printing,PRINT_BROKERAGE,Quebec,Canada - Quebec,buy_f8857d7e89ce4134d78e,Ville de Lévis.,3,2023-10-17,2025-10-16,3,730
Brochure / flyer / poster printing,PRINT_BROKERAGE,France,France,buy_fa2f9100344dc9fec61f,Mairie De Chaumont,3,2024-04-08,2025-10-16,2,556
Document digitization / scanning,DATA_ADMIN,TenderNed,Netherlands,buy_6716be78872e22d1ff09,"Ministerie van Defensie, Commando Landstrijdkrachten (MatlogCo)",3,2024-05-19,2025-10-15,2,514
Document digitization / scanning,DATA_ADMIN,Germany,Germany,buy_bca911866c7ab8a2efc1,"Senatsverwaltung für Bildung, Jugend und Familie",3,2024-01-17,2025-10-15,2,637
Transcription / minutes,VIDEO_AUDIO,Quebec,Canada - Quebec,buy_45ad8c776e529f8629e3,Centre intégré universitaire de santé et de services sociaux de la Mauricie-et-du-Centre-du-Québec (CIUSSS MCQ),3,2023-11-24,2025-10-14,3,690
Transcription / minutes,VIDEO_AUDIO,TenderNed,Netherlands,buy_43e61df954524284bf2c,UWV,3,2024-11-05,2025-10-13,2,342
Signage / wayfinding / vinyl,PRINT_BROKERAGE,France,France,buy_37e9dbd5cc14bf71e9a0,Département de la Drôme,3,2023-12-10,2025-10-12,3,672
Brochure / flyer / poster printing,PRINT_BROKERAGE,France,France,buy_47b9b5d5c2be8b27a158,Département de la Dordogne,3,2025-03-09,2025-10-11,1,216
Brochure / flyer / poster printing,PRINT_BROKERAGE,France,France,buy_3f365b5c23d00174152f,Ville de Levallois,3,2024-11-24,2025-10-09,2,319
Document digitization / scanning,DATA_ADMIN,Germany,Germany,buy_42359c407689150bc90c,Deutsche Nationalbibliothek - Bundesunmittelbare Anstalt des Öffentlichen Rechts,3,2024-07-09,2025-10-09,2,457
Small IT equipment supply,PROCUREMENT_BROKERAGE,TenderNed,Netherlands,buy_e36200fa8c17fb7b3a15,Enexis Netbeheer BV/Enexis Personeel BV,3,2024-06-14,2025-10-08,2,481
Transcription / minutes,VIDEO_AUDIO,Germany,Germany,buy_c3a316376d2bc22a778b,Dataport AöR,3,2023-12-15,2025-10-07,3,662
Small IT equipment supply,PROCUREMENT_BROKERAGE,Belgium,BE,buy_14f4c18ac0ccb0e2ab9a83c2,Gemeente Duffel,3,2023-11-21,2025-10-07,3,686
Document digitization / scanning,DATA_ADMIN,Germany,Germany,buy_cb1b3a858b8657c23e59,Handwerkskammer Karlsruhe,3,2024-07-09,2025-10-07,2,455
Document digitization / scanning,DATA_ADMIN,Germany,Germany,buy_12f444b08948ecd2c628,Bundesanstalt für Straßenwesen,3,2024-04-24,2025-10-07,2,531
Document digitization / scanning,DATA_ADMIN,Belgium,BE,buy_3544c61d37cb3fb836035709,Dinant Godinne St. Elizabeth University Hospital  - UCL - Namen,3,2024-08-29,2025-10-06,2,403
Document digitization / scanning,DATA_ADMIN,Germany,Germany,buy_506efb405849bad64ce1,Universität Stuttgart,3,2023-12-12,2025-10-06,3,664
Web hosting / domain / SSL,WEB_DIGITAL,TenderNed,Netherlands,buy_19cfbdef31ea33c39da9,Politie,3,2024-04-19,2025-10-02,2,531
Signage / wayfinding / vinyl,PRINT_BROKERAGE,Belgium,BE,buy_4d8fb84e1116f240766a1241,Saint-Ghislain,3,2024-10-07,2025-10-01,2,359
Brochure / flyer / poster printing,PRINT_BROKERAGE,France,France,buy_30fae4b3b61e12904eac,Ville de Mandelieu-La Napoule (06),3,2024-05-07,2025-10-01,2,512
Document digitization / scanning,DATA_ADMIN,Germany,Germany,buy_61077d2c805d8bbf0e84,"Martin-Luther-Universität Halle-Wittenberg, Abteilung 4 - Bau, Liegenschaften und Gebäudemanagement",3,2025-06-18,2025-09-30,1,104
Small IT equipment supply,PROCUREMENT_BROKERAGE,TED,NOR,buy_40e5a92eb2ef8ee191bf,Helse Bergen HF,3,2024-03-11,2025-09-30,2,568
Brochure / flyer / poster printing,PRINT_BROKERAGE,France,France,buy_d3a6d52f826dec2817ec,UNIVERSITE D'ORLEANS,3,2023-10-29,2025-09-29,2,701
E-learning / training content,TRAINING,Belgium,BE,buy_a760f8aa9a3f91476b3e2329,Ecole Régionale d'Administration Publique asbl,3,2024-02-22,2025-09-29,2,585
Brochure / flyer / poster printing,PRINT_BROKERAGE,France,France,buy_05afaae4385b1b6aeb75,Ville d'Auray,3,2023-10-28,2025-09-28,3,701
Small IT equipment supply,PROCUREMENT_BROKERAGE,Belgium,BE,buy_8a67d04911e84e47266a10cc,Office Wallon de la formation professionnelle et de l'emploi,3,2023-10-30,2025-09-25,2,696
Signage / wayfinding / vinyl,PRINT_BROKERAGE,Belgium,BE,buy_afce6ed6147636d856bdafec,Hastière,3,2023-12-08,2025-09-24,3,656
Website design / redesign,WEB_DIGITAL,United Kingdom,United Kingdom,buy_cb8178b57b658a5c64f1,London Borough of Newham,3,2023-09-25,2025-09-24,3,730
Signage / wayfinding / vinyl,PRINT_BROKERAGE,Quebec,Canada - Quebec,buy_5748010f71b1b5862a92,CIUSSS du Nord-de-l'Île-de-Montréal,3,2024-04-19,2025-09-22,2,521
CMS development / migration,WEB_DIGITAL,TED,CHE,buy_bacf2bcb45c828276231,ETH Zürich Procurement & Export Services,3,2023-11-10,2025-09-19,3,679
Simple API / software integration,AUTOMATION_SOFTWARE,France,France,buy_aa7ed4758dcc59b64130,Communauté d'Agglomération de Dembéni-Mamoudzou (976),3,2024-06-11,2025-09-18,2,464
Website design / redesign,WEB_DIGITAL,TenderNed,Netherlands,buy_d868e1fcd37fe79bdb3a,Stichting ROC Midden Nederland,3,2023-12-08,2025-09-18,2,650
Brochure / flyer / poster printing,PRINT_BROKERAGE,France,France,buy_b3864c81a6a7a40d86d7,Departement De L'Allier,3,2024-07-07,2025-09-17,2,437
Digital marketing / SEO / campaigns,CONTENT_DESIGN,United Kingdom,United Kingdom,buy_a7afbf929d019edf3f0e,Driver and Vehicle Standards Agency,3,2025-05-13,2025-09-15,1,125
Document digitization / scanning,DATA_ADMIN,TenderNed,Netherlands,buy_440f4761fd49d22bc0eb,Stichting Autoriteit Financiële Markten,3,2025-02-13,2025-09-14,1,213
Brochure / flyer / poster printing,PRINT_BROKERAGE,France,France,buy_460a1b68c949ad9dbd45,Ville de Bègles,3,2023-11-08,2025-09-14,2,676
Online forms / lightweight portals,WEB_DIGITAL,TenderNed,Netherlands,buy_b6a1709b29104b3d40b9,Nederlandse Zorgautoriteit,3,2025-04-19,2025-09-12,1,146
Web hosting / domain / SSL,WEB_DIGITAL,Belgium,BE,buy_5eaab05ce2b206c91d856345,Intercommunale Leiedal,3,2023-11-20,2025-09-12,2,662
Brochure / flyer / poster printing,PRINT_BROKERAGE,Belgium,BE,buy_a88cd28b4ab5c10b3da6c7b6,SPW-O6.05.01 - Direction de l’Accompagnement et de la Sensibilisation,3,2024-02-02,2025-09-10,2,586
Signage / wayfinding / vinyl,PRINT_BROKERAGE,Belgium,BE,buy_b641f3a9433063a7d0bafc92,Vivalia,3,2024-04-26,2025-09-10,2,502
Signage / wayfinding / vinyl,PRINT_BROKERAGE,France,France,buy_460a1b68c949ad9dbd45,Ville de Bègles,3,2024-04-17,2025-09-10,2,511
Document digitization / scanning,DATA_ADMIN,Quebec,Canada - Quebec,buy_16b3dfc8e72e71ef74ec,Municipalité du Canton de Cleveland,3,2023-11-21,2025-09-10,3,659
Graphic design / layout,CONTENT_DESIGN,United Kingdom,United Kingdom,buy_db0059e85d0a77e38c4e,Barnsley Metropolitan Borough Council,3,2025-08-19,2025-09-08,1,20
Website design / redesign,WEB_DIGITAL,Belgium,BE,buy_f6579bfce4c6fcf6f2782d29,Provincie Vlaams-Brabant,3,2024-01-10,2025-09-08,2,607
Document digitization / scanning,DATA_ADMIN,France,France,buy_552888386a407e8accd7,Département des Hauts-de-Seine,3,2024-03-31,2025-09-07,2,525
Photography,VIDEO_AUDIO,Belgium,BE,buy_138f9c9bb4e63e1916c85bc2,"Agence Intercommunale de Développement de Tournai, d'Ath et des communes avoisinantes IDETA scrl",3,2024-10-14,2025-09-05,2,326
Brochure / flyer / poster printing,PRINT_BROKERAGE,TenderNed,Netherlands,buy_00580f91045620c3915e,Hogeschool Utrecht,3,2024-01-04,2025-09-04,2,609
Document digitization / scanning,DATA_ADMIN,Germany,Germany,buy_83d1a3d3099be5bb7277,Bundesanstalt für Immobilienaufgaben,3,2024-08-21,2025-09-04,2,379
Brochure / flyer / poster printing,PRINT_BROKERAGE,TenderNed,Netherlands,buy_736412e5303e35961549,Inkoop Uitvoeringscentrum Dienst Justitiële Inrichtingen (IUC DJI),3,2023-12-21,2025-09-04,2,623
